3054	FHUA_ECOLI_39_747_0/1by3_A_rec_2grx_fci_lig_tt_docked_0_pocket10.pdb	FHUA_ECOLI_39_747_0/1by3_A_rec_2grx_fci_lig_tt_docked_0.sdf
3065	FHUA_ECOLI_39_747_0/2fcp_A_rec_2grx_fci_lig_tt_docked_1_pocket10.pdb	FHUA_ECOLI_39_747_0/2fcp_A_rec_2grx_fci_lig_tt_docked_1.sdf
3067	FHUA_ECOLI_39_747_0/1qkc_A_rec_2grx_fci_lig_tt_docked_0_pocket10.pdb	FHUA_ECOLI_39_747_0/1qkc_A_rec_2grx_fci_lig_tt_docked_0.sdf
3069	FHUA_ECOLI_39_747_0/1qjq_A_rec_2grx_fci_lig_tt_docked_0_pocket10.pdb	FHUA_ECOLI_39_747_0/1qjq_A_rec_2grx_fci_lig_tt_docked_0.sdf
3071	FHUA_ECOLI_39_747_0/2grx_A_rec_2grx_fci_lig_tt_docked_0_pocket10.pdb	FHUA_ECOLI_39_747_0/2grx_A_rec_2grx_fci_lig_tt_docked_0.sdf
6217	GSK3B_HUMAN_31_387_0/3say_B_rec_3m1s_dw1_lig_tt_docked_1_pocket10.pdb	GSK3B_HUMAN_31_387_0/3say_B_rec_3m1s_dw1_lig_tt_docked_1.sdf
6227	GSK3B_HUMAN_31_387_0/1q5k_B_rec_3m1s_dw1_lig_tt_docked_0_pocket10.pdb	GSK3B_HUMAN_31_387_0/1q5k_B_rec_3m1s_dw1_lig_tt_docked_0.sdf
6234	GSK3B_HUMAN_31_387_0/1q5k_B_rec_3pup_os1_lig_tt_docked_5_pocket10.pdb	GSK3B_HUMAN_31_387_0/1q5k_B_rec_3pup_os1_lig_tt_docked_5.sdf
6235	GSK3B_HUMAN_31_387_0/3l1s_A_rec_3pup_os1_lig_tt_docked_2_pocket10.pdb	GSK3B_HUMAN_31_387_0/3l1s_A_rec_3pup_os1_lig_tt_docked_2.sdf
6247	GSK3B_HUMAN_31_387_0/2jld_A_rec_3m1s_dw1_lig_tt_docked_0_pocket10.pdb	GSK3B_HUMAN_31_387_0/2jld_A_rec_3m1s_dw1_lig_tt_docked_0.sdf
6254	GSK3B_HUMAN_31_387_0/2jld_A_rec_3pup_os1_lig_tt_docked_0_pocket10.pdb	GSK3B_HUMAN_31_387_0/2jld_A_rec_3pup_os1_lig_tt_docked_0.sdf
6259	GSK3B_HUMAN_31_387_0/5oy4_A_rec_3m1s_dw1_lig_tt_docked_5_pocket10.pdb	GSK3B_HUMAN_31_387_0/5oy4_A_rec_3m1s_dw1_lig_tt_docked_5.sdf
6266	GSK3B_HUMAN_31_387_0/5oy4_A_rec_3pup_os1_lig_tt_docked_0_pocket10.pdb	GSK3B_HUMAN_31_387_0/5oy4_A_rec_3pup_os1_lig_tt_docked_0.sdf
6268	GSK3B_HUMAN_31_387_0/3f88_A_rec_3pup_os1_lig_tt_docked_0_pocket10.pdb	GSK3B_HUMAN_31_387_0/3f88_A_rec_3pup_os1_lig_tt_docked_0.sdf
6272	GSK3B_HUMAN_31_387_0/2ow3_A_rec_3m1s_dw1_lig_tt_docked_13_pocket10.pdb	GSK3B_HUMAN_31_387_0/2ow3_A_rec_3m1s_dw1_lig_tt_docked_13.sdf
6278	GSK3B_HUMAN_31_387_0/4dit_A_rec_3pup_os1_lig_tt_docked_2_pocket10.pdb	GSK3B_HUMAN_31_387_0/4dit_A_rec_3pup_os1_lig_tt_docked_2.sdf
6284	GSK3B_HUMAN_31_387_0/5hlp_B_rec_3m1s_dw1_lig_tt_docked_7_pocket10.pdb	GSK3B_HUMAN_31_387_0/5hlp_B_rec_3m1s_dw1_lig_tt_docked_7.sdf
6287	GSK3B_HUMAN_31_387_0/3m1s_B_rec_3m1s_dw1_lig_tt_docked_0_pocket10.pdb	GSK3B_HUMAN_31_387_0/3m1s_B_rec_3m1s_dw1_lig_tt_docked_0.sdf
6290	GSK3B_HUMAN_31_387_0/4ach_A_rec_3m1s_dw1_lig_tt_docked_5_pocket10.pdb	GSK3B_HUMAN_31_387_0/4ach_A_rec_3m1s_dw1_lig_tt_docked_5.sdf
6291	GSK3B_HUMAN_31_387_0/3m1s_B_rec_3pup_os1_lig_tt_docked_0_pocket10.pdb	GSK3B_HUMAN_31_387_0/3m1s_B_rec_3pup_os1_lig_tt_docked_0.sdf
6298	GSK3B_HUMAN_31_387_0/3sd0_A_rec_3m1s_dw1_lig_tt_docked_1_pocket10.pdb	GSK3B_HUMAN_31_387_0/3sd0_A_rec_3m1s_dw1_lig_tt_docked_1.sdf
6300	GSK3B_HUMAN_31_387_0/6b8j_A_rec_3m1s_dw1_lig_tt_docked_0_pocket10.pdb	GSK3B_HUMAN_31_387_0/6b8j_A_rec_3m1s_dw1_lig_tt_docked_0.sdf
6307	GSK3B_HUMAN_31_387_0/6b8j_A_rec_3pup_os1_lig_tt_docked_2_pocket10.pdb	GSK3B_HUMAN_31_387_0/6b8j_A_rec_3pup_os1_lig_tt_docked_2.sdf
6314	GSK3B_HUMAN_31_387_0/3pup_A_rec_3m1s_dw1_lig_tt_docked_2_pocket10.pdb	GSK3B_HUMAN_31_387_0/3pup_A_rec_3m1s_dw1_lig_tt_docked_2.sdf
6316	GSK3B_HUMAN_31_387_0/3pup_A_rec_3pup_os1_lig_tt_docked_0_pocket10.pdb	GSK3B_HUMAN_31_387_0/3pup_A_rec_3pup_os1_lig_tt_docked_0.sdf
6317	GSK3B_HUMAN_31_387_0/3zdi_A_rec_3m1s_dw1_lig_tt_docked_2_pocket10.pdb	GSK3B_HUMAN_31_387_0/3zdi_A_rec_3m1s_dw1_lig_tt_docked_2.sdf
6336	GSK3B_HUMAN_31_387_0/5k5n_A_rec_3pup_os1_lig_tt_docked_0_pocket10.pdb	GSK3B_HUMAN_31_387_0/5k5n_A_rec_3pup_os1_lig_tt_docked_0.sdf
6362	GSK3B_HUMAN_31_387_0/1j1c_A_rec_3pup_os1_lig_tt_docked_3_pocket10.pdb	GSK3B_HUMAN_31_387_0/1j1c_A_rec_3pup_os1_lig_tt_docked_3.sdf
6374	GSK3B_HUMAN_31_387_0/3zrm_B_rec_3pup_os1_lig_tt_docked_5_pocket10.pdb	GSK3B_HUMAN_31_387_0/3zrm_B_rec_3pup_os1_lig_tt_docked_5.sdf
6375	GSK3B_HUMAN_31_387_0/1q3w_A_rec_3m1s_dw1_lig_tt_docked_0_pocket10.pdb	GSK3B_HUMAN_31_387_0/1q3w_A_rec_3m1s_dw1_lig_tt_docked_0.sdf
6393	GSK3B_HUMAN_31_387_0/3f7z_A_rec_3m1s_dw1_lig_tt_docked_1_pocket10.pdb	GSK3B_HUMAN_31_387_0/3f7z_A_rec_3m1s_dw1_lig_tt_docked_1.sdf
6396	GSK3B_HUMAN_31_387_0/3f7z_A_rec_3pup_os1_lig_tt_docked_3_pocket10.pdb	GSK3B_HUMAN_31_387_0/3f7z_A_rec_3pup_os1_lig_tt_docked_3.sdf
6408	GSK3B_HUMAN_31_387_0/3zrl_A_rec_3m1s_dw1_lig_tt_docked_5_pocket10.pdb	GSK3B_HUMAN_31_387_0/3zrl_A_rec_3m1s_dw1_lig_tt_docked_5.sdf
6418	GSK3B_HUMAN_31_387_0/3zrk_A_rec_3m1s_dw1_lig_tt_docked_4_pocket10.pdb	GSK3B_HUMAN_31_387_0/3zrk_A_rec_3m1s_dw1_lig_tt_docked_4.sdf
6426	GSK3B_HUMAN_31_387_0/4iq6_A_rec_3m1s_dw1_lig_tt_docked_0_pocket10.pdb	GSK3B_HUMAN_31_387_0/4iq6_A_rec_3m1s_dw1_lig_tt_docked_0.sdf
6429	GSK3B_HUMAN_31_387_0/4iq6_A_rec_3pup_os1_lig_tt_docked_3_pocket10.pdb	GSK3B_HUMAN_31_387_0/4iq6_A_rec_3pup_os1_lig_tt_docked_3.sdf
6435	GSK3B_HUMAN_31_387_0/4ptc_A_rec_3m1s_dw1_lig_tt_docked_13_pocket10.pdb	GSK3B_HUMAN_31_387_0/4ptc_A_rec_3m1s_dw1_lig_tt_docked_13.sdf
6441	GSK3B_HUMAN_31_387_0/4ptc_A_rec_3pup_os1_lig_tt_docked_3_pocket10.pdb	GSK3B_HUMAN_31_387_0/4ptc_A_rec_3pup_os1_lig_tt_docked_3.sdf
6452	GSK3B_HUMAN_31_387_0/4b7t_A_rec_3m1s_dw1_lig_tt_docked_3_pocket10.pdb	GSK3B_HUMAN_31_387_0/4b7t_A_rec_3m1s_dw1_lig_tt_docked_3.sdf
6466	GSK3B_HUMAN_31_387_0/1q3d_A_rec_3pup_os1_lig_tt_docked_0_pocket10.pdb	GSK3B_HUMAN_31_387_0/1q3d_A_rec_3pup_os1_lig_tt_docked_0.sdf
6872	GSTP1_HUMAN_2_210_0/5jcw_B_rec_5l6x_6sg_lig_tt_docked_13_pocket10.pdb	GSTP1_HUMAN_2_210_0/5jcw_B_rec_5l6x_6sg_lig_tt_docked_13.sdf
